CarParkID,CarParkName_Zh_tw,OpeningHours_ServiceDay_ServiceTag,OpeningHours_ServiceDay_Monday,OpeningHours_ServiceDay_Tuesday,OpeningHours_ServiceDay_Wednesday,OpeningHours_ServiceDay_Thursday,OpeningHours_ServiceDay_Friday,OpeningHours_ServiceDay_Saturday,OpeningHours_ServiceDay_Sunday,OpeningHours_ServiceDay_NationalHolidays,OpeningHours_Description,OpeningHours_StartTime,OpeningHours_EndTime,OpeningHours_FreeOfCharge
057,市民大道(公中段),,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
005,立農公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
023,民權公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
058,市民大道(中林段),,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
049,大業立體停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
016,中山堂地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
028,松山高中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
075,中崙高中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
080,龍門國中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
037,大安高工地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
096,石牌國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
074,偶戲博物館地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
036,大豐公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
114,景美國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
042,建成國中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
129,西康地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
070,榮星花園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
072,福林公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
105,玉成國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
003,臺北市災害應變中心地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
069,青年公園棒球場地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
052,民生社區活動中心地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
111,蘭雅公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
041,忠信地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
068,文昌國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
124,社子國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
081,康樂立體停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
085,臺北花木批發市場地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
018,洛陽綜合立體停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
044,青年公園高爾夫球場地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
034,辛亥國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
014,興雅國中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
093,建成公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
027,景華公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
082,永盛公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
039,社園立體停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
032,西松高中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
015,峨眉立體停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
079,僑安地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
073,林森公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
165,玉成公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
128,萬興國小地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
187,松山工農地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
025,古亭國中地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
071,朝陽公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
059,市民大道(林金段),,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
100,臺北榮民總醫院地面停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
087,民有市場地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
031,附中公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
055,市民大道(塔城段),,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
090,萬板地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
102,承德公園地下停車場,,1,1,1,1,1,1,1,0,24小時,00:00,23:59,0
TTT016,長濱鄉壹號停車場,平日,1,1,1,1,1,1,1,1,全年無休,00:00,00:00,0
TTT010,台東火車站四處路外停車場(A區),平假日/國定假日全天侯服務,1,1,1,1,1,1,1,1,全天侯,00:00,00:00,0
TTT019,台東新生地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO090004,桃園太武新村停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010027,中路停一停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080014,埔心車站後站停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO100004,大園區停三停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO020036,文化公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060006,新榮平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO060004,上海平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020040,大江公有停車場,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010016,桃園新站停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060007,大興平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010030,中路停六停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070013,八德區永福停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070018,永豐路停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO070017,明光街停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020011,南園停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO100007,大園區停六停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO020003,中壢忠孝站,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030002,停五停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060012,1895乙未保臺紀念公園地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020016,永春停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO080017,  五福公園停車場 ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO050001,東龍停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080004,梅高停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060002,廣南平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030004,市十三停車場,全年適用,1,1,1,1,1,1,1,1,每小時10元，當日最高優惠80元,00:00,23:59,0
AO020009,廣停一停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO040006,南崁廣停一平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010008,三聖停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030007,中興里停車場,全年適用,1,1,1,1,1,1,1,1,月租5000/季繳,00:00,23:59,0
AO010024,新民立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080001,新成立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060003,廣北平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010003,水汴頭平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060011,中正公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020039,中壢石頭段停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO090001,長興停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO040001,南崁公一地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020006,中壢莊敬站,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010037,廈門立體停車場,全年無休,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020013,青昇停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010004,建國停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070001,大忠地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020028,中央地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070012,大湳公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010019,文小二停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010035,創新園區二期停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010010,大檜溪公園地下室停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070004,廣豐二停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO040007,南崁廣停二平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010032,新永和停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080016,瑞坪停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010001,西門地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060001,貿東停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080015,埔心公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020012,正光二街停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080013,瑞塘停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070011,八德區瑞祥停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020038,中壢區五福停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080005,永福停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010026,武陵小段停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070005,大和段停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070010,和義二停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO100006,大園區停五停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO070009,和義一停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO060010,忠貞三公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020017,延平立體停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020001,中壢忠孝黃昏市場站,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020005,中壢內壢站,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010023,虎頭山停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010018,東門溪停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
AO020025,新明國小地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO050002,運動公園平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020019,中原國小地下停車場,全年適用,1,1,1,1,1,1,1,1,臨停30元/時、進場未滿30分鐘免費、月租3600元,00:00,23:59,0
AO020022,龍岡停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020015,站前西停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO020035,大華段公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020010,坤慶公園地下停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080006,大模停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020014,站前東停車場,全日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020030,青雲公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010006,龍安一停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020027,永發停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020004,中壢復華站,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020031,青商公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO050003,龍華公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010033,桃園文昌公園地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020020,中鑄停車場,全年適用,1,1,1,1,1,1,1,1,臨停30元/時、進場未滿30分鐘免費、月租3600元,00:00,23:59,0
AO030006,善捷段停車場,全年適用,1,1,1,1,1,1,1,1,每小時20元，進場12小時優惠80元,00:00,23:59,0
AO070006,文昌街停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030001,嘟嘟房龜山公所站停車場,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO060005,大連平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020007,中壢自強立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060008,坤慶平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010021,殯葬園區停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070016,豐田停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010009,吉安停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080008,楊梅國中網球場停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070002,公二地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO060009,忠貞二公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020018,中北健行停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070008,忠勇停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO050004,舊鄉代停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080002,自立停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070015,八德區廣興停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020008,銀河廣場地下停車場,全年,1,1,1,1,1,1,1,1,全日,00:00,00:00,1
AO080011,瑞溪停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO040002,五福地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010015,宏昌六街停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO030003,停四停車場,全年適用,1,1,1,1,1,1,1,1,每小時20元，進場24小時優惠60元,00:00,23:59,0
AO010020,假日花市停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030005,文德公園停車場,全年適用,1,1,1,1,1,1,1,1,每小時20元，進場24小時優惠60元,00:00,23:59,0
AO120001,觀音建國停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080018,楊梅區台66橋下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020032,青松公有停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO100003,大園區廣停二停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010012,朝陽公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020024,龍平停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020023,台貿停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010022,孔廟停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010011,陽明公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO100001,兒十四地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010007,龍安二停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080012,三元停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010025,府前地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO010034,桃園復興停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO110001,新屋區停一立體停車場,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070003,廣豐一停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010002,小檜溪停車場,全日適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010013,建國公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO090002,橋頭停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030009,建國一村停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO100002,大園區廣停一停車場,免費,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO080010,四維停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO040004,大新平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO030008,龜山龍華停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010031,南門公園地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020002,中壢復興站,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010014,三民公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO040005,大竹圍平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080003,金山停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010017,桃園藝文園區地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO040003,南榮地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO070014,建德停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010028,中路停三停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO080007,民族公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010036,桃園區大有立體暨殯葬園區平面公有停車場,全年適用/平日/假日,1,1,1,1,1,1,1,1,全日/上午/下午,00:00,23:59,0
AO020026,雙嶺停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010029,中路停五停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO090003,僑愛停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020021,興仁公園停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO010005,青溪停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO020037,中壢殯葬園區停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
AO100005,大園區停四停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
AO020029,文康停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
