CarParkID,CarParkName_Zh_tw,TotalSpaces,Spaces_SpaceType,Spaces_IsMechanical,Spaces_HasChargingPoint,Spaces_NumberOfSpaces,Spaces_StayType
AO080001,新成立體停車場,83,1,0,0,83,1
AO010017,桃園藝文園區地下停車場,517,1,0,0,517,4
AO020032,青松公有停車場,154,1,0,0,40,4
AO010019,文小二停車場,483,1,0,0,483,4
AO020025,新明國小地下停車場,286,10,0,0,7,4
AO010026,武陵小段停車場,22,1,0,0,22,1
AO100002,大園區廣停一停車場,172,1,0,0,172,4
AO050002,運動公園平面停車場,105,1,0,0,105,2
AO120001,觀音建國停車場,111,1,0,0,111,4
AO010001,西門地下停車場,548,1,0,0,548,4
AO030003,停四停車場,48,1,0,0,48,4
AO020010,坤慶公園地下停車場,32,1,0,0,32,4
AO010033,桃園文昌公園地下停車場,567,2,0,0,250,4
AO020029,文康停車場,109,1,0,0,109,4
AO070015,八德區廣興停車場,42,1,0,0,42,1
AO010037,廈門立體停車場,227,1,0,0,227,4
AO010010,大檜溪公園地下室停車場,65,1,0,0,65,4
AO080011,瑞溪停車場,81,1,0,0,81,1
AO030005,文德公園停車場,30,1,0,0,30,4
AO090001,長興停車場,83,1,0,0,83,1
AO030007,中興里停車場,8,1,0,0,8,5
AO070011,八德區瑞祥停車場,178,1,0,0,178,1
AO070009,和義一停車場,26,9,0,0,1,4
AO080005,永福停車場,11,1,0,0,11,1
AO020005,中壢內壢站,49,1,0,0,49,1
AO020003,中壢忠孝站,92,1,0,0,92,1
AO010013,建國公園停車場,23,1,0,0,23,1
AO010011,陽明公園停車場,86,1,0,0,86,1
AO010027,中路停一停車場,65,1,0,0,65,1
AO010003,水汴頭平面停車場,119,1,0,0,119,4
AO020026,雙嶺停車場,116,1,0,0,116,4
AO040006,南崁廣停一平面停車場,134,2,0,0,134,4
AO040004,大新平面停車場,28,1,0,0,28,1
AO070012,大湳公有停車場,207,1,0,0,207,4
AO010014,三民公園停車場,61,1,0,0,61,1
AO010034,桃園復興停車場,69,2,0,0,69,4
AO010021,殯葬園區停車場,213,1,0,0,213,4
AO010025,府前地下停車場,334,1,0,0,334,1
AO020040,大江公有停車場,39,1,0,0,39,4
AO060008,坤慶平面停車場,86,1,0,0,86,1
AO010005,青溪停車場,65,1,0,0,65,1
AO020039,中壢石頭段停車場,79,1,0,0,79,4
AO020031,青商公有停車場,160,1,0,0,160,4
AO080017,  五福公園停車場 ,120,1,0,0,120,1
AO020016,永春停車場,108,1,0,0,108,4
AO070004,廣豐二停車場,150,0,0,0,150,4
AO010035,創新園區二期停車場,37,1,0,0,37,1
AO020035,大華段公有停車場,29,1,0,0,29,4
AO010007,龍安二停車場,20,1,0,0,20,1
AO020023,台貿停車場,86,1,0,0,86,1
AO020012,正光二街停車場,27,1,0,0,27,4
AO010015,宏昌六街停車場,72,1,0,0,72,1
AO060012,1895乙未保臺紀念公園地下停車場,180,2,0,0,36,2
AO080018,楊梅區台66橋下停車場,33,1,0,0,33,4
AO050001,東龍停車場,95,1,0,0,95,2
AO070001,大忠地下停車場,332,1,0,0,332,1
AO060005,大連平面停車場,88,1,0,0,88,1
AO010008,三聖停車場,20,1,0,0,20,1
AO030004,市十三停車場,107,1,0,0,107,4
AO020011,南園停車場,60,1,0,0,60,4
AO060011,中正公有停車場,97,1,0,0,97,4
AO050003,龍華公有停車場,30,1,0,0,30,4
AO020018,中北健行停車場,443,0,0,0,443,1
AO010028,中路停三停車場,57,1,0,0,57,1
AO020020,中鑄停車場,26,1,0,0,26,1
AO020008,銀河廣場地下停車場,145,1,0,0,145,4
AO020002,中壢復興站,66,1,0,0,66,1
AO070008,忠勇停車場,50,7,0,0,1,4
AO080012,三元停車場,44,1,0,0,44,1
AO010029,中路停五停車場,115,1,0,0,115,1
AO070006,文昌街停車場,25,0,0,0,25,4
AO070002,公二地下停車場,51,1,0,0,51,1
AO050004,舊鄉代停車場,24,1,0,0,24,1
AO040005,大竹圍平面停車場,17,1,0,0,17,1
AO010023,虎頭山停車場,179,6,0,0,6,4
AO060007,大興平面停車場,27,1,0,0,27,1
AO080008,楊梅國中網球場停車場,20,1,0,0,20,1
AO020004,中壢復華站,46,1,0,0,46,1
AO080016,瑞坪停車場,58,1,0,0,58,1
AO020038,中壢區五福停車場,123,1,0,0,119,1
AO020030,青雲公有停車場,98,1,0,0,98,4
AO060001,貿東停車場,30,1,0,0,30,1
AO010032,新永和停車場,557,7,0,0,12,4
AO030008,龜山龍華停車場,23,1,0,0,23,4
AO080014,埔心車站後站停車場,53,1,0,0,53,1
AO060004,上海平面停車場,55,1,0,0,55,1
AO060003,廣北平面停車場,119,1,0,0,119,1
AO010031,南門公園地下停車場,348,1,0,0,348,1
AO010022,孔廟停車場,95,1,0,0,95,4
AO070010,和義二停車場,25,9,0,0,1,4
AO070003,廣豐一停車場,118,0,0,0,118,4
AO080006,大模停車場,42,1,0,0,42,1
AO030002,停五停車場,28,1,0,0,28,4
AO060002,廣南平面停車場,80,1,0,0,80,1
AO070016,豐田停車場,48,1,0,0,48,1
AO080010,四維停車場,72,1,0,0,72,1
AO010002,小檜溪停車場,125,1,0,0,125,4
AO080004,梅高停車場,77,1,0,0,77,1
AO100001,兒十四地下停車場,38,1,0,0,38,1
AO090003,僑愛停車場,29,1,0,0,29,1
AO020006,中壢莊敬站,220,2,0,0,220,1
AO100004,大園區停三停車場,61,1,0,0,61,4
AO100005,大園區停四停車場,38,1,0,0,38,4
AO110001,新屋區停一立體停車場,160,1,0,0,160,4
AO030006,善捷段停車場,113,1,0,0,113,4
AO020013,青昇停車場,77,1,0,0,77,4
AO080002,自立停車場,23,1,0,0,23,1
AO020024,龍平停車場,119,1,0,0,119,1
AO080003,金山停車場,37,1,0,0,37,1
AO080015,埔心公園停車場,92,1,0,0,92,1
AO010020,假日花市停車場,63,1,0,0,63,4
AO020037,中壢殯葬園區停車場,180,1,0,0,180,4
AO070013,八德區永福停車場,109,1,0,0,109,4
AO090004,桃園太武新村停車場,59,1,0,0,59,1
AO010030,中路停六停車場,115,0,0,0,115,1
AO070018,永豐路停車場,63,1,0,0,63,1
AO020019,中原國小地下停車場,423,1,0,0,423,1
AO080013,瑞塘停車場,80,1,0,0,80,1
AO010024,新民立體停車場,191,1,0,0,191,1
AO010036,桃園區大有立體暨殯葬園區平面公有停車場,559,0,0,0,559,2
AO040007,南崁廣停二平面停車場,17,1,0,0,17,4
AO010004,建國停車場,105,1,0,0,105,1
AO020022,龍岡停車場,155,1,0,0,155,1
AO010018,東門溪停車場,237,2,0,0,237,4
AO030001,嘟嘟房龜山公所站停車場,185,1,0,0,185,3
AO020001,中壢忠孝黃昏市場站,35,1,0,0,35,1
AO060009,忠貞二公有停車場,15,1,0,0,15,2
AO060010,忠貞三公有停車場,57,1,0,0,57,2
AO040003,南榮地下停車場,77,1,0,0,77,1
AO080007,民族公園停車場,51,1,0,0,51,1
AO020021,興仁公園停車場,131,1,0,0,131,1
AO020015,站前西停車場,90,1,0,0,90,4
AO010016,桃園新站停車場,138,1,0,0,38,1
AO100006,大園區停五停車場,38,1,0,0,38,4
AO010009,吉安停車場,57,1,0,0,57,1
AO090002,橋頭停車場,584,1,0,0,584,1
45,南安國小社區公共停車場,50,1,0,0,50,3
34,羅東停三停車場,121,1,0,0,75,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,1,0,0,54,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
25,宜蘭幸福（停六）停車場,102,5,0,0,7,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
40,奇利停車場,66,1,0,0,66,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,5,0,0,2,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
49,傳忠有限公司-頭城站停車場,100,2,0,0,54,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
53,礁溪鄉公共造產地景廣場停車場,50,1,0,0,47,3
64,中興文化創意產業園區停車場,121,1,0,0,61,3
29,羅東鎮公共造產停車場(公所前停車場),61,1,0,0,61,3
64,中興文化創意產業園區停車場,121,2,0,0,53,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,1,0,0,54,3
14,TIMES宜蘭中山路停車場,13,1,0,0,13,3
69,冬山停一停車場,160,1,0,0,80,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,1,0,0,54,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
7,國立陽明交通大學附設醫院停車場,79,1,0,0,79,3
69,冬山停一停車場,160,2,0,0,80,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
69,冬山停一停車場,160,1,0,0,80,3
16,車頭停車場,94,2,0,0,94,3
40,奇利停車場,66,1,0,0,66,3
39,陽明停車場,41,1,0,0,41,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
64,中興文化創意產業園區停車場,121,2,0,0,53,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
69,冬山停一停車場,160,2,0,0,80,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
69,冬山停一停車場,160,1,0,0,80,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
86,寶昌停車場,115,2,0,0,115,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
69,冬山停一停車場,160,1,0,0,80,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
86,寶昌停車場,115,2,0,0,115,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
45,南安國小社區公共停車場,50,1,0,0,50,3
64,中興文化創意產業園區停車場,121,5,0,0,7,3
45,南安國小社區公共停車場,50,1,0,0,50,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,5,0,0,8,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
26,羅東立體停車場,245,1,0,0,245,3
102,威斯汀公園停車場,52,1,0,0,23,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,2,0,0,112,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
69,冬山停一停車場,160,1,0,0,80,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
33,羅東停一停車場,146,2,0,0,80,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
5,宜蘭縣政府停車場,564,2,0,0,300,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
49,傳忠有限公司-頭城站停車場,100,2,0,0,54,3
90,TIMES宜蘭礁溪路第3【巴士月租】停車場,13,5,0,0,13,3
45,南安國小社區公共停車場,50,1,0,0,50,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
64,中興文化創意產業園區停車場,121,5,0,0,7,3
69,冬山停一停車場,160,1,0,0,80,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,1,0,0,54,3
40,奇利停車場,66,1,0,0,66,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
49,傳忠有限公司-頭城站停車場,100,2,0,0,54,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
86,寶昌停車場,115,2,0,0,115,3
64,中興文化創意產業園區停車場,121,1,0,0,61,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
70,冬山河生態綠舟停車場,223,2,0,0,81,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
52,頭城鎮大溪漁港停車場,166,5,0,0,3,3
69,冬山停一停車場,160,2,0,0,80,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,2,0,0,112,3
17,宜蘭新月停車場,277,1,0,0,277,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
63,冬山河親水公園西側停車場,390,2,0,0,40,3
42,財團法人天主教靈醫會羅東聖母醫院停車場,219,1,0,0,219,3
3,宜蘭市公共造產中央臨時收費停車場,185,1,0,0,185,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
64,中興文化創意產業園區停車場,121,1,0,0,61,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
35,公正平面停車場,45,1,0,0,45,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
94,TIMES宜蘭礁溪路第2停車場,452,2,0,0,357,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
49,傳忠有限公司-頭城站停車場,100,2,0,0,54,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
87,羅東停四停車場,141,2,0,0,141,3
69,冬山停一停車場,160,1,0,0,80,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
86,寶昌停車場,115,2,0,0,115,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
49,傳忠有限公司-頭城站停車場,100,2,0,0,54,3
64,中興文化創意產業園區停車場,121,1,0,0,61,3
55,臺鐵礁溪站前停車場,96,2,0,0,36,3
45,南安國小社區公共停車場,50,1,0,0,50,3
65,冬山鄉仁山植物園停車場,265,5,0,0,32,3
40,奇利停車場,66,1,0,0,66,3
61,五峰旗停車場,215,1,0,0,215,3
61,五峰旗停車場,215,1,0,0,215,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,2,0,0,112,3
61,五峰旗停車場,215,1,0,0,215,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
69,冬山停一停車場,160,1,0,0,80,3
45,南安國小社區公共停車場,50,1,0,0,50,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
69,冬山停一停車場,160,2,0,0,80,3
46,蘇澳鎮公共造產蘇澳停車場,23,1,0,0,18,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
69,冬山停一停車場,160,2,0,0,80,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,5,0,0,8,3
82,TIMES羅東第2停車場,75,1,0,0,75,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
59,礁溪停車場,40,1,0,0,40,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,2,0,0,112,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,2,0,0,112,3
86,寶昌停車場,115,2,0,0,115,3
64,中興文化創意產業園區停車場,121,5,0,0,7,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
57,盱江新村停車場,46,1,0,0,46,3
64,中興文化創意產業園區停車場,121,5,0,0,7,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
61,五峰旗停車場,215,1,0,0,215,3
64,中興文化創意產業園區停車場,121,2,0,0,53,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
95,威斯汀公園停車場,52,1,0,0,23,3
61,五峰旗停車場,215,1,0,0,215,3
23,清標停車場,86,1,0,0,86,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
69,冬山停一停車場,160,1,0,0,80,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
54,礁溪鄉公共造產水景廣場停車場,68,1,0,0,42,3
81,TIMES羅東轉運站第2停車場,61,1,0,0,18,3
61,五峰旗停車場,215,1,0,0,215,3
86,寶昌停車場,115,2,0,0,115,3
30,羅東鎮公共造產停車場(公所前廣停停車場),34,1,0,0,34,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
40,奇利停車場,66,1,0,0,66,3
5,宜蘭縣政府停車場,564,2,0,0,300,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
86,寶昌停車場,115,2,0,0,115,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
69,冬山停一停車場,160,2,0,0,80,3
61,五峰旗停車場,215,1,0,0,215,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
44,蘇澳冷泉停車場,94,2,0,0,24,3
64,中興文化創意產業園區停車場,121,2,0,0,53,3
41,羅東夜市停車場,10,1,0,0,10,3
78,羅東民生大樓地下停車場,123,1,0,0,123,3
86,寶昌停車場,115,2,0,0,115,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,5,0,0,2,3
76,嘟嘟房宜蘭中山公園站,92,1,0,0,92,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
40,奇利停車場,66,1,0,0,66,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,5,0,0,2,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
45,南安國小社區公共停車場,50,1,0,0,50,3
8,和睦停車場,446,1,0,0,95,3
61,五峰旗停車場,215,1,0,0,215,3
72,清水地熱停車場,293,2,0,0,22,3
40,奇利停車場,66,1,0,0,66,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
45,南安國小社區公共停車場,50,1,0,0,50,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
40,奇利停車場,66,1,0,0,66,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
51,忠僕停車場,45,1,0,0,42,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
64,中興文化創意產業園區停車場,121,5,0,0,7,3
30,羅東鎮公共造產停車場(公所前廣停停車場),34,1,0,0,34,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
27,宜蘭縣羅東鎮南門地下停車場,279,1,0,0,279,3
60,龍潭湖風景區停車場,144,5,0,0,25,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,1,0,0,68,3
88,TIMES羅東安平路停車場,16,1,0,0,16,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
64,中興文化創意產業園區停車場,121,5,0,0,7,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
15,TIMES宜蘭喜互惠慈安店停車場,100,1,0,0,100,3
27,宜蘭縣羅東鎮南門地下停車場,279,1,0,0,279,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
61,五峰旗停車場,215,1,0,0,215,3
66,冬山鄉第一公有停車場,43,5,0,0,13,3
92,湯圍溝停車場,43,1,0,0,43,3
45,南安國小社區公共停車場,50,1,0,0,50,3
56,礁溪鄉公有立體停車場,298,2,0,0,45,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
28,宜蘭縣羅東鎮民生大樓停車場,262,1,0,0,262,3
64,中興文化創意產業園區停車場,121,2,0,0,53,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
89,武荖坑露營區第二停車場,247,2,0,0,39,3
86,寶昌停車場,115,2,0,0,115,3
48,豆腐岬風景區停車場,47,1,0,0,47,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
24,順彥企業社停車場,83,1,0,0,83,3
40,奇利停車場,66,1,0,0,66,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
64,中興文化創意產業園區停車場,121,2,0,0,53,3
69,冬山停一停車場,160,1,0,0,80,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
61,五峰旗停車場,215,1,0,0,215,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
40,奇利停車場,66,1,0,0,66,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
18,宜蘭附設門診部停車場,10,1,0,0,10,3
40,奇利停車場,66,1,0,0,66,3
86,寶昌停車場,115,2,0,0,115,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
45,南安國小社區公共停車場,50,1,0,0,50,3
45,南安國小社區公共停車場,50,1,0,0,50,3
38,倉前停車場,197,1,0,0,187,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,1,0,0,107,3
11,宜蘭林森（停五）停車場,285,2,0,0,173,3
45,南安國小社區公共停車場,50,1,0,0,50,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
61,五峰旗停車場,215,1,0,0,215,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
45,南安國小社區公共停車場,50,1,0,0,50,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
40,奇利停車場,66,1,0,0,66,3
86,寶昌停車場,115,2,0,0,115,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
79,TIMES羅東第1停車場,32,1,0,0,32,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
19,宜蘭新月站停車場,93,1,0,0,93,3
45,南安國小社區公共停車場,50,1,0,0,50,3
5,宜蘭縣政府停車場,564,2,0,0,300,3
86,寶昌停車場,115,2,0,0,115,3
61,五峰旗停車場,215,1,0,0,215,3
105,川湯春天溫泉酒店站前停車場,130,1,0,0,69,3
22,國立陽明交通大學附設醫院蘭陽院區停車場,786,1,0,0,382,3
91,礁溪溫泉公園停車場,42,1,0,0,42,3
37,宜蘭縣政府文化局羅東文化工場停車場,186,2,0,0,79,3
49,傳忠有限公司-頭城站停車場,100,1,0,0,46,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
83,宏達經營管理顧問有限公司羅東停車場,45,1,0,0,45,3
86,寶昌停車場,115,2,0,0,115,3
36,北成國小停車場,72,1,0,0,72,3
40,奇利停車場,66,1,0,0,66,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
32,羅東林業文化園區南停車場,45,1,0,0,45,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
66,冬山鄉第一公有停車場,43,1,0,0,30,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
2,友愛百貨股份有限公司,83,1,0,0,83,3
40,奇利停車場,66,1,0,0,66,3
104,宜蘭宜興（停一）停車場,39,1,0,0,39,3
58,礁溪轉運站停車場,219,1,0,0,57,3
77,羅東運動公園停車場,310,1,0,0,284,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
4,宜蘭縣政府警察局拖吊車輛保管場停車場,182,5,0,0,2,3
101,中興文化創意產業園區臨時停車場,374,2,0,0,238,3
28,宜蘭縣羅東鎮民生大樓停車場,262,1,0,0,262,3
12,宜蘭轉運站停車場,875,2,0,0,706,3
50,蘭陽博物館停車場,255,1,0,0,153,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,5,0,0,8,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
40,奇利停車場,66,1,0,0,66,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
101,中興文化創意產業園區臨時停車場,374,1,0,0,136,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
31,羅東公正國小地下停車場,351,1,0,0,351,3
2,友愛百貨股份有限公司,83,1,0,0,83,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
40,奇利停車場,66,1,0,0,66,3
76,嘟嘟房宜蘭中山公園站,92,1,0,0,92,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,5,0,0,8,3
43,利騰企業社停車場,46,1,0,0,46,3
61,五峰旗停車場,215,1,0,0,215,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
45,南安國小社區公共停車場,50,1,0,0,50,3
86,寶昌停車場,115,2,0,0,115,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
107,宜蘭縣文化中心停車場,60,1,0,0,60,3
61,五峰旗停車場,215,1,0,0,215,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
5,宜蘭縣政府停車場,564,2,0,0,300,3
62,台灣聯通礁溪麒麟場停車場,138,1,0,0,138,3
93,江陵建設股份有限公司礁溪停車場,47,1,0,0,47,3
71,宜蘭縣大同鄉旅遊服務中心附設停車場,104,2,0,0,42,3
5,宜蘭縣政府停車場,564,1,0,0,264,3
29,羅東鎮公共造產停車場(公所前停車場),61,1,0,0,61,3
86,寶昌停車場,115,2,0,0,115,3
45,南安國小社區公共停車場,50,1,0,0,50,3
85,新創停車場,46,1,0,0,46,3
61,五峰旗停車場,215,1,0,0,215,3
106,頭城外澳停車場,23,1,0,0,23,3
26,羅東立體停車場,245,1,0,0,245,3
5,宜蘭縣政府停車場,564,2,0,0,300,3
61,五峰旗停車場,215,1,0,0,215,3
84,TIMES羅東光榮路停車場,37,1,0,0,37,3
86,寶昌停車場,115,2,0,0,115,3
